timestamp,content,textblob_sentiment,vader_sentiment
2024-06-07 16:47:36,$TSLA$180 calls for next weekBullish,0.0,0.0
2024-06-07 16:47:07,$TSLAI hate you,-0.8,-0.5719
2024-06-07 16:46:50,$TSLAseems to be going down with other memes.Bearish,-0.1402777777777777,0.0
2024-06-07 16:46:45,"$TSLAthis  is  what  were  paying  him  billions  for?   
 
Chest-la  bot  is  now  available  for  pre-order  with  a  $500 reservation  fee",0.4,0.0
2024-06-07 16:46:31,$GME$TSLAelon looking at how not to talk during Conference Calls,0.0,0.0
2024-06-07 16:46:16,"$TSLAmeanwhile, next stop India 🫴🏼🥸🫴🏼👑Bullish",0.0,-0.296
2024-06-07 16:45:56,"$TSLANow these guys did some good work nullifying 56billion. 
. Pay them.usnews.com/news/top-news/ar....Bearish",0.7,0.3612
2024-06-07 16:44:15,$TSLAgive me $175Bearish,0.0,0.0
2024-06-07 16:53:13,$TSLABullish,0.0,0.0
2024-06-07 16:52:55,$TSLALook at the$nasdaqand$spxtrading at 52 week highs  going into the summer. wowBearish,0.0,0.0
2024-06-07 16:52:50,$GME$TSLAare in sync 🩸Bearish,0.0,0.0
2024-06-07 16:52:20,$TSLA$GMERboth are in sync ;👀🩸Bearish,0.0,0.0
2024-06-07 16:52:38,$TSLAhedged just in case we get some volatility but massively bearish.,0.0,0.0
2024-06-07 16:59:15,"$TSLAWILMINGTON, Delaware (Reuters) - The legal team that voided Elon Musk's record Tesla pay package deserves a tiny fraction of the $5.6 billion legal fee they requested because their lawsuit provided almost no benefit for the company, the electric automaker argued in court papers on Friday.

Tesla said the legal team for Richard Tornetta, the shareholder whose lawsuit led to a January ruling voiding Musk's $56 billion pay package, should be paid as little as $13.6 million for their work, which began with a 2018 complaint.🤔🤔🤔",0.0825,-0.8071
2024-06-07 16:58:55,$TSLA$180 resistance  $174 support.  Just  need  to  be  patient  and  wait  for  a  brake  either way,0.0,0.4019
2024-06-07 16:58:06,"$TSLAanother day, another pos price action",0.1,0.0
2024-06-07 16:56:40,$TSLA183Bullish,0.0,0.0
2024-06-07 16:56:37,$GMERoaring kitty!$TSLA$BTC.X$SHIB.XGo gme!,0.0,0.0
2024-06-07 16:56:20,$TSLA177.5 too 💪Bullish,0.0,0.0
2024-06-07 15:14:59,$TSLAnot gonna break down 177.5. Too strong.Bullish,-0.1555555555555555,0.0
